epoch,train_loss,val_loss,seconds
1,3.834844531280908,3.312049090107785,184.77543926239014
2,3.1430787028534324,3.0558453149433378,196.0052297115326
3,2.887246314904837,2.950553012799613,202.52541828155518
4,2.7208354590035704,2.889370166802708,200.68603920936584
5,2.598453899944769,2.857476798793938,202.12952375411987
