epoch,train_loss,val_loss,seconds
1,3.7626757332002683,3.1644202365150935,432.6986298561096
2,3.010138675856438,2.9312966201878803,412.4229259490967
3,2.759779770999575,2.829619944850101,417.9829988479614
4,2.594941620125191,2.779291819922532,415.0191283226013
5,2.4680868328761445,2.7660444929629944,424.04903984069824
